0.15		0.0639375
0.178		0.09575
0.206		0.026
0.234		0.052
0.262		0.027125
0.29		0.0548125
0.318		0.026875
0.346		0.0535
0.374		0.0263125
0.402		0.91375
0.43		0.0266875
0.458		0.0535
0.486		0.0345
0.514		0.060875
0.542		0.041875
0.57		0.731375
0.598		0.029125
0.626		0.1620625
0.654		0.0335
0.682		0.1764375
0.71		0.027125
0.738		0.0529375
0.766		0.02725
0.794		0.0540625
0.822		0.052375
0.85		0.5096875
0.878		0.026875
0.906		0.805875
0.934		0.0270625
0.962		0.0531875
0.99		0.0261875
1.018		0.1249375
1.046		0.10525
1.074		0.132875
1.102		0.146125
1.13		0.1756875
1.158		0.0263125
1.186		0.0520625
1.214		0.0266875
1.242		0.053375
1.27		0.6305625
1.298		0.6581875
1.326		0.0803125
1.354		0.1786875
1.382		0.0264375
1.41		0.05275
1.438		0.0301875
1.466		0.0563125
1.494		0.026625
1.522		0.054
1.55		0.2191875
1.578		0.2455625
1.606		0.0375
1.634		2.60025
1.662		0.0558125
1.69		0.0825625
1.718		0.0431875
1.746		0.0694375
1.774		0.0275
1.802		0.0534375
1.83		0.104875
1.858		0.1310625
1.886		0.027125
1.914		0.0558125
1.942		0.0266875
1.97		0.0526875
1.998		0.219625
2.026		0.2465625
2.054		0.0444375
2.082		0.0706875
2.11		0.0275625
2.138		0.0571875
2.166		0.02675
2.194		0.052875
2.222		0.0275
2.25		0.053875
2.278		0.02675
2.306		0.05325
2.334		0.2933125
2.362		0.4943125
2.39		0.02675
2.418		0.05375
2.446		0.0274375
2.474		0.0544375
2.502		0.0263125
2.53		0.120125
2.558		0.02625
2.586		0.0528125
2.614		0.068375
2.642		0.11225
2.67		0.0329375
2.698		0.125
2.726		0.0266875
2.754		0.064625
2.782		0.0264375
2.81		0.053625
2.838		0.025875
2.866		0.0534375
2.894		0.0351875
2.922		0.0720625
2.95		0.027875
2.978		0.2596875
3.006		0.027125
3.034		0.0546875
3.062		0.0271875
3.09		0.0555
3.118		0.02725
3.146		0.0549375
3.174		0.16325
3.202		0.192375
3.23		0.02625
3.258		0.0595625
3.286		0.0265
3.314		0.053
3.342		0.1915
3.37		0.2188125
3.398		0.0419375
3.426		0.069125
3.454		0.027625
3.482		0.0543125
3.51		0.104375
3.538		0.13925
3.566		0.0259375
3.594		0.18625
3.622		0.02625
3.65		0.053125
3.678		0.1024375
3.706		0.12975
3.734		0.121875
3.762		0.148625
3.79		0.025875
3.818		0.0526875
3.846		0.7621875
3.874		0.788625
3.902		0.028625
3.93		0.061625
3.958		0.0523125
3.986		0.08875
4.014		0.0260625
4.042		0.126875
4.07		0.0265
4.098		0.061875
4.126		0.0375625
4.154		0.0648125
4.182		0.0276875
4.21		0.2336875
4.238		0.027625
4.266		0.0549375
4.294		0.026
4.322		0.0521875
4.35		0.0276875
4.378		0.0543125
4.406		0.027625
4.434		0.053875
4.462		0.0266875
4.49		0.0605
4.518		0.026375
4.546		0.05325
4.574		3.745
4.602		3.7728125
4.63		0.0433125
4.658		0.075875
4.686		0.026625
4.714		0.0553125
4.742		0.15275
4.77		0.18
4.798		0.0368125
4.826		0.0629375
4.854		0.099375
4.882		0.1256875
4.91		0.0424375
4.938		0.0771875
4.966		0.0271875
4.994		0.05425
5.022		0.0271875
5.05		0.053625
5.078		0.027
5.106		0.0536875
5.134		0.02875
5.162		0.0548125
5.19		0.027375
5.218		0.059
5.246		0.0390625
5.274		0.0664375
5.302		0.02975
5.33		0.1366875
5.358		0.036125
5.386		0.0624375
5.414		0.4513125
5.442		0.73325
5.47		0.0264375
5.498		0.0524375
5.526		0.0268125
5.554		0.0540625
5.582		0.0276875
5.61		0.053875
5.638		0.026375
5.666		0.0534375
5.694		0.027125
5.722		0.0540625
5.75		0.1376875
5.778		0.1710625
5.806		0.0265625
5.834		0.05325
5.862		0.027125
5.89		0.05975
5.918		0.0276875
5.946		0.056125
5.974		0.154375
6.002		0.1825
6.03		0.0264375
6.058		0.0529375
6.086		0.02825
6.114		0.0703125
6.142		0.57
6.17		0.7701875
6.198		0.0704375
6.226		0.0969375
6.254		0.02825
6.282		0.1135
